model,variant,color,fuel_type,transmission,price,manufacture_date,sale_date,state,mileage,engine_capacity,battery_capacity,charging_time,seating_capacity,ground_clearance,boot_space
Tata Punch,XZ+,Bronze,Diesel,Automatic,750003.88,2024-06-10,2024-06-27,Kerala,22.5,1.2,0,0,5,166.6,390
Tata Tigor,XZ+,Silver,Petrol,Automatic,728267.57,2022-10-18,2023-01-21,Bihar,24.4,1.3,0,0,5,200.1,251
Tata Harrier,XE,Copper,Petrol,Manual,1811837.64,2024-05-03,2024-06-23,Gujarat,16.9,1.4,0,0,7,190.0,360
Tata Harrier,XZ+,Bronze,Petrol,Manual,1957669.52,2024-09-15,2024-12-06,Madhya Pradesh,16.8,1.1,0,0,5,202.2,439
Tata Tigor,XM,Grey,Diesel,Automatic,765705.73,2024-01-05,2024-05-28,Punjab,21.1,1.3,0,0,5,208.3,408
Tata Tiago,XM,Copper,Diesel,Automatic,512221.64,2024-02-12,2024-07-26,Madhya Pradesh,23.6,1.3,0,0,5,190.7,326
Tata Nexon,XZ,Green,Diesel,Manual,760168.97,2022-12-12,2023-03-13,Uttar Pradesh,21.4,1.2,0,0,5,194.3,344
Tata Altroz,XE,Grey,CNG,Manual,730462.19,2022-11-19,2022-12-30,Punjab,23.5,1.0,0,0,5,185.2,317
Tata Nexon,XE,Red,Petrol,Manual,1114799.22,2023-09-04,2023-09-18,Maharashtra,21.4,2.0,0,0,5,173.3,253
Tata Punch,XZ,Grey,Petrol,Manual,882223.65,2023-08-04,2023-10-01,Rajasthan,22.3,1.7,0,0,5,198.9,348
Tata Tigor,XZ+ Lux,Bronze,Electric,Manual,931240.31,2023-07-07,2023-08-30,Delhi,22.8,0,48.1,6.7,5,205.3,399
Tata Safari,XM,Black,CNG,Automatic,2026055.04,2023-08-24,2023-09-12,Madhya Pradesh,14.9,1.8,0,0,7,208.9,377
Tata Nexon,XZ+ Lux,Orange,Petrol,Manual,935585.34,2024-01-28,2024-05-10,Tamil Nadu,21.4,1.7,0,0,5,209.6,320
Tata Punch,XE,Black,Petrol,Manual,636894.06,2023-10-16,2023-12-17,Kerala,22.1,1.8,0,0,5,197.7,261
Tata Nexon,XE,Red,Petrol,Manual,1384385.27,2023-03-02,2023-04-12,Gujarat,21.8,2.0,0,0,5,199.8,328
Tata Safari,XZ+ Lux,White,Electric,Manual,2027123.83,2023-10-21,2024-02-28,Odisha,15.4,0,47.9,8.3,7,168.9,316
Tata Safari,XE,Grey,Petrol,Automatic,2474619.21,2022-11-10,2023-04-14,Uttar Pradesh,16.1,1.5,0,0,7,194.1,298
Tata Harrier,XZ,Red,Petrol,Manual,1699925.46,2023-07-24,2024-01-01,Telangana,16.0,1.6,0,0,5,187.3,289
Tata Tiago,XZ+ Lux,Green,Petrol,Manual,757952.24,2024-09-01,2024-09-17,Tamil Nadu,19.4,1.5,0,0,5,200.0,309
Tata Safari,XZ,Blue,Diesel,Automatic,1744181.53,2024-06-05,2024-06-14,Kerala,15.8,1.3,0,0,5,168.8,276
Tata Harrier,XZ+,White,Diesel,Manual,1432905.83,2023-10-09,2023-12-18,Telangana,15.8,1.7,0,0,7,175.7,398
Tata Harrier,XZ+,Silver,Diesel,Manual,1707629.47,2023-08-07,2023-09-21,Telangana,15.4,1.7,0,0,5,191.7,410
Tata Tiago,XZ+,Green,Petrol,Manual,614604.21,2024-07-01,2024-12-12,Maharashtra,24.3,1.6,0,0,5,174.7,401
Tata Tigor,XZ+ Lux,Orange,Diesel,Manual,664239.67,2023-05-07,2023-05-27,Bihar,22.1,1.3,0,0,5,201.1,370
Tata Nexon,XM,Blue,Petrol,Manual,1312379.66,2023-12-16,2024-04-27,Telangana,16.1,1.7,0,0,5,207.4,335
Tata Tigor,XE,Orange,Petrol,Manual,948646.11,2023-01-28,2023-02-27,Uttar Pradesh,21.6,1.7,0,0,5,207.8,396
Tata Harrier,XM,Bronze,Diesel,Automatic,2392331.82,2023-03-30,2023-05-07,Madhya Pradesh,14.7,1.2,0,0,5,165.8,416
Tata Altroz,XZ,Silver,Petrol,Manual,717116.87,2023-03-04,2023-08-07,Gujarat,23.2,1.5,0,0,5,174.8,388
Tata Tigor,XZ+ Lux,Copper,Petrol,Manual,655899.38,2023-11-21,2024-03-25,Uttar Pradesh,21.9,1.5,0,0,5,174.7,363
Tata Safari,XZ+,Green,Diesel,Manual,1817683.92,2024-03-20,2024-05-14,Telangana,15.9,1.2,0,0,5,181.5,367
Tata Tigor,XZ,Black,Petrol,Manual,806384.86,2024-02-17,2024-04-15,Bihar,21.5,1.9,0,0,5,172.8,387
Tata Punch,XZ,Bronze,Petrol,Manual,794371.71,2023-07-22,2023-11-08,Maharashtra,20.0,1.5,0,0,5,181.6,376
Tata Altroz,XE,Silver,Petrol,Automatic,732182.13,2022-10-16,2022-11-10,Maharashtra,19.1,1.0,0,0,5,175.7,256
Tata Punch,XM,Red,Petrol,Automatic,852609.04,2024-03-16,2024-04-25,Tamil Nadu,20.8,1.3,0,0,5,193.6,250
Tata Nexon,XZ+ Lux,Green,Petrol,Automatic,937891.7,2023-04-29,2023-08-31,Karnataka,21.3,1.9,0,0,5,184.6,277
Tata Nexon,XZ+,Green,Petrol,Manual,1138214.49,2023-04-23,2023-09-30,Uttar Pradesh,19.3,1.4,0,0,5,209.5,298
Tata Punch,XE,Copper,Diesel,Manual,937406.19,2023-01-19,2023-02-17,Punjab,21.4,1.8,0,0,5,187.4,421
Tata Harrier,XZ+,Copper,Diesel,Automatic,2233660.21,2023-06-10,2023-08-04,Uttar Pradesh,16.8,1.3,0,0,7,173.4,303
Tata Nexon,XM,Bronze,Diesel,Automatic,782393.76,2022-11-30,2023-03-04,Uttar Pradesh,20.2,1.1,0,0,5,201.8,279
Tata Tigor,XM,Orange,Petrol,Manual,688499.4,2024-01-29,2024-06-17,Telangana,21.5,1.6,0,0,5,209.9,253
Tata Altroz,XZ,Black,CNG,Manual,648186.98,2023-02-18,2023-04-14,Odisha,24.9,1.9,0,0,5,201.2,320
Tata Nexon,XM,White,Diesel,Manual,1005174.68,2023-04-19,2023-06-04,Maharashtra,16.8,1.4,0,0,5,197.6,292
Tata Punch,XE,Bronze,Diesel,Manual,829362.19,2024-05-29,2024-10-04,Gujarat,18.7,1.3,0,0,5,174.6,435
Tata Altroz,XZ+,Black,Petrol,Manual,608437.53,2023-05-28,2023-11-11,Madhya Pradesh,24.5,1.2,0,0,5,196.5,295
Tata Safari,XZ+,Orange,Diesel,Manual,2377692.11,2023-01-09,2023-04-08,Bihar,15.2,1.4,0,0,5,204.8,410
Tata Harrier,XZ,Bronze,Diesel,Manual,2045270.97,2023-07-21,2023-10-25,Delhi,14.3,1.8,0,0,7,190.3,256
Tata Harrier,XZ,Silver,Petrol,Manual,1604177.98,2023-12-03,2024-04-06,West Bengal,14.9,1.0,0,0,7,187.0,440
Tata Nexon,XE,Silver,Petrol,Automatic,869728.46,2023-02-27,2023-07-24,Karnataka,18.5,1.1,0,0,5,172.2,401
Tata Punch,XM,Silver,Diesel,Automatic,668559.33,2023-10-24,2024-01-05,Haryana,18.1,1.5,0,0,5,168.0,270
Tata Safari,XZ,Bronze,Electric,Manual,1573814.55,2023-01-23,2023-07-11,Odisha,15.8,0,31.7,6.5,5,199.5,373
Tata Tigor,XZ+ Lux,Copper,Electric,Automatic,820412.21,2023-02-14,2023-07-23,Gujarat,23.9,0,31.8,7.0,5,166.8,356
Tata Tigor,XE,Bronze,Petrol,Manual,808049.91,2024-04-14,2024-05-20,Telangana,21.6,1.4,0,0,5,192.0,378
Tata Punch,XZ+,White,Petrol,Manual,738477.49,2024-08-28,2024-10-11,Karnataka,23.2,1.8,0,0,5,178.7,266
Tata Punch,XE,Grey,Petrol,Automatic,618456.91,2023-09-30,2023-12-29,Tamil Nadu,18.8,1.8,0,0,5,180.5,343
Tata Nexon,XZ,Blue,Diesel,Automatic,1194079.13,2024-04-28,2024-10-16,Madhya Pradesh,18.6,1.6,0,0,5,170.7,375
Tata Tiago,XZ+,Green,Electric,Manual,558946.86,2024-01-20,2024-04-09,Delhi,25.5,0,38.9,9.9,5,176.2,311
Tata Nexon,XZ+ Lux,Silver,Diesel,Manual,1370529.12,2023-12-19,2024-04-28,Odisha,20.1,1.2,0,0,5,168.3,405
Tata Safari,XZ+,Bronze,Electric,Automatic,2189078.8,2024-03-22,2024-06-14,Rajasthan,14.6,0,33.8,7.4,7,172.6,446
Tata Tigor,XM,Silver,Petrol,Manual,737627.43,2022-10-06,2022-12-08,Punjab,22.1,1.9,0,0,5,181.7,391
Tata Altroz,XZ+,Grey,CNG,Manual,889556.45,2023-04-27,2023-10-22,Delhi,19.7,1.5,0,0,5,185.2,275
Tata Punch,XZ+ Lux,Grey,Electric,Manual,886405.14,2023-05-16,2023-08-24,Delhi,19.3,0,47.0,7.4,5,183.5,343
Tata Punch,XZ+,Green,Diesel,Manual,942696.24,2024-05-29,2024-09-17,Bihar,18.9,1.8,0,0,5,172.8,366
Tata Altroz,XE,Red,Diesel,Automatic,709946.29,2023-08-05,2023-09-08,Bihar,21.7,1.8,0,0,5,192.0,378
Tata Tigor,XZ+ Lux,Copper,Petrol,Manual,626564.88,2023-07-27,2023-10-21,Uttar Pradesh,24.4,1.9,0,0,5,167.1,285
Tata Tigor,XZ+,Copper,Petrol,Automatic,801047.13,2024-08-10,2024-09-08,Maharashtra,19.4,2.0,0,0,5,173.9,342
Tata Harrier,XE,Silver,Petrol,Automatic,1913459.66,2023-12-31,2024-02-12,Tamil Nadu,15.1,1.5,0,0,5,205.5,378
Tata Tiago,XZ+ Lux,Black,Petrol,Manual,662002.27,2024-02-06,2024-04-26,Kerala,22.2,1.6,0,0,5,197.8,307
Tata Nexon,XZ,White,Diesel,Automatic,1270218.48,2023-08-27,2023-11-02,Odisha,19.7,1.8,0,0,5,209.7,365
Tata Altroz,XZ,Orange,Diesel,Manual,738666.9,2024-03-31,2024-05-14,Punjab,20.6,1.6,0,0,5,167.2,314
Tata Safari,XZ+,Grey,Petrol,Manual,1766198.19,2023-02-08,2023-07-17,Uttar Pradesh,14.1,1.2,0,0,7,184.6,405
Tata Harrier,XM,Orange,Petrol,Automatic,1673691.14,2024-01-05,2024-06-05,Punjab,15.7,1.8,0,0,5,200.4,435
Tata Harrier,XM,Green,Petrol,Manual,1990923.87,2023-10-12,2024-04-08,Madhya Pradesh,15.4,1.7,0,0,7,199.4,384
Tata Nexon,XZ,Blue,Diesel,Manual,851285.9,2024-06-04,2024-10-09,Maharashtra,20.6,1.3,0,0,5,177.3,366
Tata Altroz,XZ+,Black,Diesel,Automatic,627889.37,2023-04-08,2023-05-27,West Bengal,22.5,1.0,0,0,5,170.0,317
Tata Altroz,XE,Bronze,Diesel,Manual,807495.85,2023-09-29,2023-12-08,Gujarat,22.3,1.2,0,0,5,176.6,401
Tata Safari,XE,Blue,Diesel,Automatic,2035710.57,2023-04-24,2023-05-15,Kerala,15.5,1.8,0,0,7,165.5,295
Tata Nexon,XZ+,Silver,Electric,Manual,887469.22,2023-03-31,2023-05-01,Uttar Pradesh,19.3,0,38.3,9.5,5,184.5,384
Tata Nexon,XZ+,Silver,Petrol,Manual,982110.83,2022-11-28,2023-02-22,Bihar,17.3,1.6,0,0,5,179.8,250
Tata Safari,XZ+ Lux,Black,Diesel,Manual,2223904.17,2024-01-30,2024-03-13,Kerala,16.4,1.7,0,0,5,180.9,291
Tata Altroz,XM,Grey,Diesel,Automatic,899216.5,2022-11-07,2023-04-06,Delhi,21.1,1.2,0,0,5,203.2,324
Tata Tiago,XZ+,White,Diesel,Manual,636216.77,2024-04-25,2024-07-20,Rajasthan,24.6,1.5,0,0,5,201.1,362
Tata Harrier,XM,Black,Diesel,Manual,2392378.14,2023-05-01,2023-08-30,Uttar Pradesh,15.5,1.8,0,0,5,192.4,334
Tata Tigor,XM,Orange,Diesel,Automatic,944607.81,2023-09-05,2024-01-14,Odisha,19.3,1.5,0,0,5,183.9,382
Tata Harrier,XE,Black,Petrol,Manual,2130325.63,2024-04-10,2024-09-13,Bihar,15.9,1.1,0,0,7,181.7,254
Tata Nexon,XE,Silver,Electric,Automatic,720692.78,2023-10-12,2024-03-16,West Bengal,18.4,0,36.8,7.7,5,168.4,440
Tata Nexon,XE,Silver,Electric,Manual,726613.48,2023-08-25,2023-10-24,Rajasthan,20.7,0,43.1,7.6,5,202.8,347
Tata Safari,XZ+ Lux,Blue,Petrol,Manual,1815586.62,2023-04-03,2023-07-23,Madhya Pradesh,15.6,1.2,0,0,5,197.1,250
Tata Harrier,XE,Bronze,Petrol,Automatic,1899053.75,2024-08-08,2024-10-07,Haryana,15.5,2.0,0,0,7,186.9,338
Tata Tigor,XM,Copper,Petrol,Automatic,752394.24,2024-08-28,2024-11-09,Madhya Pradesh,24.6,1.4,0,0,5,206.1,427
Tata Safari,XZ+,Grey,Diesel,Manual,2067788.41,2022-10-05,2023-03-23,Bihar,15.7,1.0,0,0,7,185.1,263
Tata Punch,XZ,Green,CNG,Manual,911404.56,2024-07-21,2024-07-25,Gujarat,22.1,1.2,0,0,5,195.1,297
Tata Tiago,XE,Bronze,Diesel,Manual,576213.88,2024-01-10,2024-03-27,Maharashtra,25.8,1.7,0,0,5,204.5,359
Tata Tigor,XM,Orange,Petrol,Manual,907905.02,2024-07-12,2024-12-03,West Bengal,19.5,1.9,0,0,5,178.2,407
Tata Harrier,XZ+,Red,Petrol,Manual,1419138.39,2024-04-30,2024-10-10,Gujarat,14.9,1.4,0,0,7,167.4,432
Tata Tigor,XZ+ Lux,Copper,Diesel,Manual,879541.89,2023-07-20,2023-07-25,Haryana,21.1,1.3,0,0,5,206.4,271
Tata Punch,XE,Blue,Petrol,Automatic,895601.84,2024-07-03,2024-07-08,Haryana,21.3,1.4,0,0,5,175.6,353
Tata Safari,XE,Blue,Petrol,Automatic,1816912.63,2024-02-03,2024-07-06,Odisha,16.1,1.3,0,0,5,208.8,296
Tata Tigor,XE,Orange,Petrol,Manual,905783.54,2024-01-27,2024-06-07,West Bengal,21.5,2.0,0,0,5,202.2,315
Tata Tigor,XE,Silver,Diesel,Manual,934269.71,2023-07-23,2024-01-05,Punjab,22.0,1.5,0,0,5,209.6,380
Tata Nexon,XE,Orange,Diesel,Manual,1224595.48,2023-04-04,2023-04-09,Bihar,21.3,1.4,0,0,5,190.4,408
Tata Tiago,XZ,Silver,Petrol,Automatic,743896.0,2023-08-03,2023-09-27,Gujarat,20.0,1.4,0,0,5,208.9,260
Tata Safari,XE,White,Petrol,Manual,2355462.12,2022-11-02,2023-03-07,Kerala,14.6,1.0,0,0,5,176.1,279
Tata Altroz,XM,Silver,Diesel,Automatic,789090.35,2023-12-23,2024-04-30,West Bengal,20.8,1.9,0,0,5,177.8,297
Tata Nexon,XE,Black,Diesel,Manual,713279.39,2023-06-01,2023-07-08,Kerala,19.4,2.0,0,0,5,197.3,328
Tata Tigor,XM,Orange,Diesel,Manual,659757.37,2023-03-07,2023-06-21,Uttar Pradesh,21.3,1.6,0,0,5,193.1,302
Tata Punch,XM,White,Electric,Automatic,751864.87,2022-10-14,2023-01-25,Odisha,23.4,0,39.6,8.8,5,168.7,324
Tata Safari,XM,Grey,Diesel,Manual,1949173.99,2024-08-29,2024-11-18,Telangana,16.3,1.7,0,0,7,208.0,328
Tata Safari,XZ+,Black,Diesel,Manual,1882580.99,2024-06-30,2024-10-30,Odisha,14.9,1.4,0,0,5,207.9,294
Tata Altroz,XM,Orange,Diesel,Manual,938809.44,2022-10-03,2023-02-05,West Bengal,21.0,1.3,0,0,5,185.7,256
Tata Punch,XZ,Red,Diesel,Automatic,892327.69,2024-05-20,2024-11-09,Kerala,19.9,1.3,0,0,5,202.8,256
Tata Safari,XZ+ Lux,Blue,Petrol,Automatic,2047546.37,2024-01-12,2024-05-27,Gujarat,15.6,1.4,0,0,7,172.8,380
Tata Tigor,XZ+ Lux,Grey,Petrol,Manual,627862.0,2024-05-31,2024-06-22,Madhya Pradesh,21.7,1.7,0,0,5,198.9,392
Tata Altroz,XM,Copper,Electric,Automatic,778607.54,2024-08-31,2024-11-27,Bihar,21.9,0,44.5,7.4,5,166.8,253
Tata Altroz,XZ+,Copper,Petrol,Automatic,630197.91,2023-08-05,2023-08-11,Odisha,20.6,1.7,0,0,5,189.6,440
Tata Harrier,XE,White,Diesel,Manual,1694472.37,2023-10-31,2024-04-23,Punjab,14.6,1.4,0,0,5,165.7,389
Tata Nexon,XM,White,Diesel,Automatic,878902.45,2023-05-31,2023-08-19,Bihar,16.6,1.4,0,0,5,208.6,342
Tata Nexon,XM,Bronze,Petrol,Automatic,1165958.4,2023-07-19,2024-01-12,Karnataka,20.8,1.8,0,0,5,185.5,395
Tata Nexon,XZ+,Red,Diesel,Automatic,1149351.37,2023-11-06,2024-01-01,Kerala,16.3,1.6,0,0,5,207.6,305
Tata Punch,XZ,Orange,Diesel,Automatic,776827.08,2024-02-01,2024-04-26,Odisha,18.8,1.6,0,0,5,174.5,257
Tata Altroz,XM,Bronze,Diesel,Automatic,717466.31,2023-11-20,2024-04-01,Bihar,24.6,1.4,0,0,5,175.6,370
Tata Tiago,XZ,White,Diesel,Manual,671568.18,2024-01-20,2024-05-22,West Bengal,19.1,1.8,0,0,5,168.9,442
Tata Tiago,XZ,Copper,Diesel,Manual,596818.21,2022-12-21,2023-05-11,Tamil Nadu,21.4,1.9,0,0,5,182.6,286
Tata Altroz,XE,Green,CNG,Automatic,757550.98,2023-01-28,2023-02-10,Kerala,20.2,1.6,0,0,5,184.3,329
Tata Harrier,XZ,Orange,Petrol,Automatic,2237101.78,2023-07-28,2023-12-19,Karnataka,16.7,1.4,0,0,5,176.2,300
Tata Safari,XZ,White,Diesel,Automatic,2378151.19,2024-01-18,2024-07-08,Uttar Pradesh,14.6,1.7,0,0,7,184.3,369
Tata Harrier,XM,Copper,Diesel,Manual,1866796.66,2023-05-03,2023-06-23,Madhya Pradesh,16.0,1.2,0,0,5,200.3,345
Tata Tigor,XZ+,White,Petrol,Manual,601688.55,2022-10-04,2023-03-15,Punjab,21.9,1.5,0,0,5,170.1,301
Tata Harrier,XE,Copper,Electric,Manual,1765899.45,2023-04-05,2023-04-14,Telangana,15.0,0,35.8,6.0,7,198.1,362
Tata Harrier,XZ,Black,Electric,Manual,1564785.01,2024-07-14,2024-10-29,Tamil Nadu,15.0,0,46.2,9.6,7,180.1,257
Tata Punch,XM,Red,Petrol,Manual,738347.94,2023-09-11,2024-02-27,Haryana,22.2,1.3,0,0,5,188.8,376
Tata Punch,XM,Red,Diesel,Manual,992194.55,2022-12-17,2023-05-07,Delhi,22.3,1.3,0,0,5,180.7,313
Tata Punch,XE,Silver,Petrol,Manual,916015.64,2023-10-17,2024-03-04,Karnataka,21.4,2.0,0,0,5,165.5,402
Tata Altroz,XZ,Silver,Petrol,Manual,880061.16,2023-12-19,2024-03-15,Kerala,24.4,2.0,0,0,5,203.2,369
Tata Tigor,XM,Copper,Diesel,Manual,941333.68,2023-02-03,2023-02-19,Haryana,20.8,1.3,0,0,5,167.9,253
Tata Tiago,XZ+,Bronze,Diesel,Manual,709477.52,2023-02-28,2023-07-14,Maharashtra,19.5,1.3,0,0,5,194.4,380
Tata Harrier,XZ+ Lux,Orange,Diesel,Automatic,1883154.58,2023-01-14,2023-07-05,Rajasthan,14.8,1.1,0,0,5,209.3,405
Tata Tiago,XZ,Orange,Petrol,Manual,692827.61,2024-02-21,2024-05-09,Maharashtra,21.8,1.5,0,0,5,176.7,432
Tata Altroz,XZ,Silver,Petrol,Manual,711565.03,2023-07-21,2023-12-25,Gujarat,23.8,1.4,0,0,5,205.9,333
Tata Harrier,XZ+,Grey,CNG,Manual,2304853.02,2022-11-17,2023-03-08,Karnataka,15.1,1.7,0,0,7,203.3,305
Tata Punch,XZ+,Grey,Petrol,Manual,825352.09,2023-04-01,2023-05-29,Gujarat,21.1,1.9,0,0,5,204.1,404
Tata Safari,XZ,White,Diesel,Automatic,2395574.51,2022-10-23,2023-01-27,Delhi,15.8,1.5,0,0,5,202.0,319
Tata Tiago,XZ+,Black,Petrol,Manual,563810.19,2024-06-15,2024-09-29,Haryana,25.1,1.8,0,0,5,172.3,424
Tata Safari,XM,Bronze,Petrol,Manual,1751692.38,2024-09-16,2024-10-26,Kerala,16.2,1.6,0,0,7,198.5,399
Tata Tiago,XZ,Silver,Electric,Automatic,739079.29,2022-12-14,2023-02-05,Rajasthan,20.8,0,32.8,6.9,5,198.7,338
Tata Altroz,XZ+ Lux,Red,Electric,Automatic,658073.72,2023-05-12,2023-06-10,Karnataka,23.9,0,31.0,9.3,5,173.9,319
Tata Punch,XZ+ Lux,Black,Petrol,Manual,779701.11,2023-10-08,2024-02-14,Bihar,19.5,1.1,0,0,5,194.1,337
Tata Nexon,XM,Green,Petrol,Manual,1096165.29,2022-12-15,2023-01-20,Delhi,16.7,1.3,0,0,5,205.0,261
Tata Tiago,XZ,Bronze,Electric,Automatic,762475.25,2023-01-15,2023-02-16,Gujarat,23.5,0,46.0,6.9,5,167.7,277
Tata Tiago,XE,Silver,Diesel,Automatic,762864.38,2023-04-24,2023-08-07,Haryana,20.5,1.7,0,0,5,208.3,421
Tata Punch,XZ,Blue,Petrol,Manual,676693.69,2022-10-05,2022-10-22,Madhya Pradesh,18.9,1.7,0,0,5,166.7,363
Tata Harrier,XZ+ Lux,Black,Electric,Manual,1535376.15,2022-10-09,2022-10-15,Bihar,14.9,0,43.9,8.8,5,178.9,304
Tata Safari,XZ+,Bronze,Petrol,Automatic,2388396.18,2024-03-15,2024-07-07,Bihar,15.5,1.4,0,0,5,202.9,439
Tata Safari,XE,Copper,Petrol,Automatic,2240054.96,2023-07-06,2023-08-18,Rajasthan,16.1,1.3,0,0,7,202.4,343
Tata Nexon,XM,Red,Diesel,Manual,1035608.25,2023-02-03,2023-07-20,Punjab,17.1,1.4,0,0,5,169.6,341
Tata Nexon,XZ,Orange,Petrol,Automatic,1341629.86,2024-07-30,2024-12-01,Bihar,19.5,1.4,0,0,5,205.6,253
Tata Safari,XZ,Copper,Petrol,Manual,2332517.84,2024-06-06,2024-08-23,Karnataka,14.8,1.1,0,0,7,175.2,304
Tata Tigor,XZ+,Copper,CNG,Automatic,937940.16,2022-11-29,2023-05-03,West Bengal,19.0,1.3,0,0,5,170.8,297
Tata Nexon,XE,Grey,Electric,Manual,1205925.19,2023-10-24,2024-02-17,Punjab,17.8,0,49.6,9.8,5,180.8,301
Tata Nexon,XZ+,Bronze,Petrol,Automatic,1185343.93,2022-11-18,2022-11-29,Haryana,19.8,1.9,0,0,5,178.8,379
Tata Altroz,XZ+ Lux,White,Petrol,Automatic,837448.66,2024-01-30,2024-02-03,Rajasthan,19.2,1.1,0,0,5,180.2,271
Tata Altroz,XZ,Blue,Diesel,Manual,724949.3,2023-01-28,2023-04-26,Maharashtra,20.0,1.9,0,0,5,209.3,260
Tata Safari,XZ,Blue,Petrol,Manual,1706516.82,2024-01-11,2024-02-13,Haryana,14.8,1.4,0,0,7,191.7,363
Tata Punch,XZ,Copper,Diesel,Manual,739256.4,2023-06-09,2023-10-01,Tamil Nadu,23.0,1.9,0,0,5,170.9,398
Tata Tiago,XZ+ Lux,Red,Petrol,Manual,792451.53,2023-06-21,2023-06-24,Punjab,19.4,1.0,0,0,5,193.6,296
Tata Altroz,XZ,Bronze,Electric,Manual,614339.01,2024-07-29,2024-10-27,Karnataka,19.9,0,39.4,6.7,5,198.3,419
Tata Tigor,XM,White,CNG,Automatic,942682.62,2024-07-05,2024-12-19,Gujarat,20.7,1.7,0,0,5,193.9,294
Tata Safari,XE,Bronze,Petrol,Automatic,2377105.22,2024-08-22,2024-11-27,Karnataka,16.0,1.5,0,0,5,200.1,337
Tata Tiago,XM,Orange,Petrol,Manual,500954.47,2023-08-31,2023-10-01,West Bengal,23.7,1.8,0,0,5,195.6,432
Tata Harrier,XZ+,Copper,Diesel,Automatic,2326221.12,2024-02-29,2024-04-18,Kerala,14.2,1.7,0,0,5,198.3,304
Tata Tiago,XM,Copper,Diesel,Automatic,678575.24,2023-10-25,2024-03-06,Gujarat,24.1,1.8,0,0,5,179.1,269
Tata Safari,XM,Orange,Petrol,Manual,2198978.16,2023-05-08,2023-10-21,Delhi,15.7,1.9,0,0,7,201.3,257
Tata Nexon,XZ+,Black,Diesel,Manual,912915.27,2024-08-29,2025-01-24,Tamil Nadu,19.8,1.2,0,0,5,189.3,434
Tata Safari,XE,Green,Electric,Manual,1644513.04,2023-02-04,2023-07-29,Odisha,14.7,0,33.6,6.4,7,172.7,252
Tata Punch,XE,Copper,Diesel,Manual,863586.42,2024-05-14,2024-06-08,Odisha,23.1,1.0,0,0,5,208.9,381
Tata Tiago,XZ+,Blue,Petrol,Manual,648410.88,2024-03-20,2024-07-31,Karnataka,24.3,1.1,0,0,5,208.7,385
Tata Harrier,XM,Silver,CNG,Automatic,2125674.78,2023-10-19,2024-01-04,Bihar,16.6,1.9,0,0,7,177.8,369
Tata Altroz,XE,White,CNG,Manual,850163.29,2024-08-19,2024-12-23,Punjab,22.4,1.1,0,0,5,182.6,382
Tata Punch,XE,Silver,CNG,Manual,811411.28,2023-03-10,2023-03-19,Maharashtra,20.7,1.1,0,0,5,198.8,375
Tata Punch,XM,Copper,Electric,Manual,931422.73,2023-12-28,2024-01-20,West Bengal,22.6,0,37.2,9.2,5,187.3,302
Tata Safari,XZ+ Lux,Grey,Petrol,Manual,2457439.27,2024-03-08,2024-06-23,Tamil Nadu,14.6,1.2,0,0,5,208.5,316
Tata Tiago,XZ,Silver,Petrol,Manual,736823.69,2023-09-26,2023-12-21,Madhya Pradesh,19.3,1.6,0,0,5,186.4,383
Tata Safari,XZ+,White,Electric,Manual,2194195.76,2023-08-09,2023-12-27,Bihar,14.9,0,33.4,9.2,7,187.4,315
Tata Tigor,XM,Orange,Diesel,Manual,800150.95,2024-01-23,2024-03-04,Bihar,21.1,1.3,0,0,5,192.7,266
Tata Altroz,XZ+,Red,CNG,Manual,688416.38,2024-01-17,2024-03-05,Karnataka,21.2,1.0,0,0,5,201.4,411
Tata Safari,XM,Green,Petrol,Manual,1727505.55,2024-08-25,2024-12-06,West Bengal,16.2,1.6,0,0,7,184.5,403
Tata Harrier,XE,Silver,Petrol,Manual,2011856.01,2024-04-29,2024-06-28,Madhya Pradesh,15.4,1.7,0,0,5,180.4,407
Tata Tiago,XM,Blue,Petrol,Automatic,699230.1,2023-09-18,2023-12-03,Telangana,22.6,1.7,0,0,5,167.8,340
Tata Safari,XZ+ Lux,Black,CNG,Manual,1802875.62,2023-05-29,2023-06-27,Maharashtra,15.4,1.7,0,0,7,172.0,380
Tata Tigor,XZ,Green,Diesel,Manual,835865.58,2023-05-13,2023-10-07,Madhya Pradesh,19.6,1.5,0,0,5,175.0,266
Tata Tigor,XE,Copper,Diesel,Manual,731994.86,2023-09-20,2023-12-10,Madhya Pradesh,24.3,1.4,0,0,5,191.9,308
Tata Nexon,XZ,Bronze,Petrol,Automatic,1151718.24,2023-12-30,2024-02-05,Punjab,21.2,1.2,0,0,5,177.6,304
Tata Harrier,XM,Orange,Diesel,Automatic,2263426.12,2023-03-25,2023-08-08,West Bengal,16.5,1.6,0,0,7,191.3,333
Tata Altroz,XM,White,Diesel,Manual,789310.76,2024-06-12,2024-12-06,Gujarat,23.2,1.3,0,0,5,171.2,421
Tata Safari,XZ+,Copper,Petrol,Manual,1677001.6,2023-10-09,2023-11-26,Maharashtra,14.4,1.6,0,0,7,181.7,389
Tata Safari,XM,Bronze,Diesel,Manual,2036226.17,2022-09-29,2022-11-19,Maharashtra,14.4,1.6,0,0,5,208.9,364
Tata Tiago,XZ+ Lux,Grey,Diesel,Manual,671812.52,2022-12-06,2023-04-25,Rajasthan,20.3,1.7,0,0,5,172.7,414
